repn	predictor.dsgtailp	predictor.mdctailp	predictor.MDCscore	predictor.U1	predictor.U2	model.id
AJB/007/002	0.187879472806728	0.404937586117101	2	-0.5	0.777777777777778	ILS
AJB/007/002	0.492309083799076	1.45280077940695	9	0	-0.111111111111111	ILS
AJB/007/002	-2.5519870261244	-2.47668619542999	1	-1	-1	ILS
AJB/007/002	0.492309083799076	0.142971787794639	3	-0.5	-0.555555555555556	ILS
AJB/007/002	-1.02983897116266	-1.16685720381767	3	-0.5	-0.555555555555556	ILS
AJB/007/002	0.187879472806728	-0.118994010527824	1	-1	-1	ILS
AJB/007/002	0.492309083799076	0.666903384439564	9	-1	-0.555555555555556	ILS
AJB/007/002	-0.725409360170315	-0.904891405495212	5.71428571428596	-1	-1	ILS
AJB/007/002	-1.02983897116266	-1.16685720381767	2.25	-1	-1	ILS
AJB/007/002	-1.63869819314736	-1.42882300214014	3.80952380952397	-1	-1	ILS
AJB/007/002	1.40559791677612	0.928869182762027	2	-1	-1	ILS
AJB/007/002	-0.725409360170315	-0.380959808850287	1.5	-1	-1	ILS
AJB/007/002	-1.33426858215501	-1.42882300214014	1	-1	-1	ILS
AJB/007/002	-0.725409360170315	-0.642925607172749	4.28571428571447	-1	-1	ILS
AJB/007/002	-0.116550138185619	0.142971787794639	2.25	-1	-0.555555555555556	ILS
AJB/007/002	-0.420979749177967	-0.642925607172749	4.5	-0.5	-0.555555555555556	ILS
AJB/007/002	1.40559791677612	1.97673237605188	6	-0.5	0.333333333333333	ILS
AJB/007/002	0.492309083799076	0.404937586117101	64	-0.5	-0.555555555555556	ILS
AJB/007/002	-2.24755741513205	-2.21472039710753	1	-1	-1	ILS
AJB/007/002	0.492309083799076	0.404937586117101	3.80952380952397	-1	-1	ILS
AJB/007/002	-0.116550138185619	-0.118994010527824	3	0	0.333333333333333	ILS
AJB/007/002	1.10116830578377	0.666903384439564	1	1	1.22222222222222	ILS
AJB/007/002	-1.02983897116266	-0.904891405495212	1	-1	-0.555555555555556	ILS
AJB/007/002	-1.02983897116266	-0.904891405495212	2.25	-1	-1	ILS
AJB/007/002	-1.33426858215501	-1.42882300214014	3	-1	-1	ILS
AJB/007/002	0.187879472806728	0.404937586117101	1.90476190476199	0.5	0.777777777777778	ILS
AJB/007/002	-0.116550138185619	0.142971787794639	2.85714285714298	-1	-1	ILS
AJB/007/002	-0.116550138185619	0.666903384439564	30	0.5	0.777777777777778	ILS
AJB/007/002	-0.420979749177967	-0.380959808850287	3	-1	-1	ILS
AJB/007/002	1.71002752776847	1.45280077940695	1.5	1	0.777777777777778	ILS
AJB/007/002	-1.33426858215501	-1.16685720381767	2.85714285714298	-1	-1	ILS
AJB/007/002	0.492309083799076	0.666903384439564	2	-1	-0.555555555555556	ILS
AJB/007/002	1.10116830578377	0.928869182762027	2	0	0.777777777777778	ILS
AJB/007/002	-0.420979749177967	-0.642925607172749	1.90476190476199	-1	-1	ILS
AJB/007/002	0.187879472806728	0.142971787794639	2.85714285714298	0.5	0.777777777777778	ILS
AJB/007/002	1.40559791677612	2.23869817437434	15	0	1.22222222222222	ILS
AJB/007/002	-0.420979749177967	-0.642925607172749	1	-1	-1	ILS
AJB/007/002	-1.02983897116266	-0.642925607172749	2.85714285714298	-1	-1	ILS
AJB/007/002	-1.33426858215501	-1.42882300214014	1	-1	-1	ILS
AJB/007/002	-0.116550138185619	-0.380959808850287	1	-1	-1	ILS
AJB/007/002	-0.420979749177967	-0.642925607172749	1.5	-1	-1	ILS
AJB/007/002	-1.02983897116266	-1.16685720381767	1	-0.5	0.333333333333333	ILS
AJB/007/002	-1.02983897116266	-0.904891405495212	13.5	-1	-1	ILS
AJB/007/002	-0.725409360170315	-0.380959808850287	3.62811791383251	1	1.22222222222222	ILS
AJB/007/002	-1.02983897116266	-1.16685720381767	2	-1	-0.555555555555556	ILS
AJB/007/002	-0.725409360170315	-0.642925607172749	1.90476190476199	-1	-1	ILS
AJB/007/002	0.492309083799076	0.666903384439564	4	-0.5	-0.111111111111111	ILS
AJB/007/002	-0.725409360170315	-0.380959808850287	2	-1	-0.555555555555556	ILS
AJB/007/002	-0.420979749177967	-0.642925607172749	1	-1	-1	ILS
AJB/007/002	1.40559791677612	1.71476657772941	51.4285714285737	0.5	0.333333333333333	ILS
AJB/007/002	-0.116550138185619	-0.380959808850287	1	-1	-0.555555555555556	ILS
AJB/007/002	1.10116830578377	1.19083498108449	4	-1	0.333333333333333	ILS
AJB/007/002	0.796738694791424	0.928869182762027	2.5	-1	-0.555555555555556	ILS
AJB/007/002	-1.33426858215501	-1.42882300214014	1.5	-1	-1	ILS
AJB/007/002	-0.116550138185619	-0.118994010527824	5.71428571428596	-1	-1	ILS
AJB/007/002	2.31888674975316	1.71476657772941	12	-0.5	0.777777777777778	ILS
AJB/007/002	0.187879472806728	0.404937586117101	1	-1	-1	ILS
AJB/007/002	0.187879472806728	-0.118994010527824	2	-1	-0.555555555555556	ILS
AJB/007/002	-1.63869819314736	-1.6907888004626	1	-1	-1	ILS
AJB/007/002	0.796738694791424	0.404937586117101	3	-1	-1	ILS
AJB/007/002	-0.420979749177967	-0.380959808850287	1	-1	-1	ILS
AJB/007/002	-1.02983897116266	-1.16685720381767	1	-1	-0.555555555555556	ILS
AJB/007/002	-1.02983897116266	-1.16685720381767	1	-1	-1	ILS
AJB/007/002	0.187879472806728	0.404937586117101	1.5	-1	-1	ILS
AJB/007/002	-0.725409360170315	-0.904891405495212	6	-1	-1	ILS
AJB/007/002	-0.725409360170315	-0.904891405495212	1	-1	-1	ILS
AJB/007/002	0.187879472806728	-0.118994010527824	1	-1	-0.111111111111111	ILS
AJB/007/002	0.187879472806728	0.666903384439564	1	0.5	1.22222222222222	ILS
AJB/007/002	0.187879472806728	0.404937586117101	4	0	-0.111111111111111	ILS
AJB/007/002	0.187879472806728	0.404937586117101	6	1	0.777777777777778	ILS
AJB/007/002	-1.33426858215501	-1.16685720381767	2	-1	-1	ILS
AJB/007/002	-0.725409360170315	-0.642925607172749	1	-1	-0.555555555555556	ILS
AJB/007/002	1.10116830578377	0.928869182762027	1.90476190476199	-1	-0.111111111111111	ILS
AJB/007/002	-0.725409360170315	-0.380959808850287	5.71428571428596	-1	-1	ILS
AJB/007/002	-1.33426858215501	-1.16685720381767	1	-1	-1	ILS
AJB/007/002	-0.116550138185619	-0.118994010527824	2	-1	-1	ILS
AJB/007/002	-0.725409360170315	-0.642925607172749	1.5	-1	-0.111111111111111	ILS
AJB/007/002	-1.94312780413971	-1.95275459878506	2	-1	-1	ILS
AJB/007/002	-0.725409360170315	-0.904891405495212	1.90476190476199	-1	-0.555555555555556	ILS
AJB/007/003	1.48401715530398	1.38242028190646	18	2	0.5	HGT
AJB/007/003	2.24597557740861	5.5399414010462	504900	3	2.5	HGT
AJB/007/003	-0.420878899957569	-0.216626302378054	300	1	0.5	HGT
AJB/007/003	-0.0398996889052582	0.103183014478849	1	-1	0	HGT
AJB/007/003	0.341079522147052	0.422992331335751	12	-1	-0.5	HGT
AJB/007/003	1.86499636635629	1.38242028190646	8	1	1	HGT
AJB/007/003	1.48401715530398	8.41822525275832	1634013.88888889	3	2.5	HGT
AJB/007/003	1.48401715530398	1.38242028190646	36	0	0	HGT
AJB/007/003	1.86499636635629	2.02203891562027	288	2	2	HGT
AJB/007/003	-1.5638165331145	-0.85624493609186	350	-1	-0.5	HGT
AJB/007/003	-0.801858111009879	-0.536435619234957	16	0	-0.5	HGT
AJB/007/003	1.10303794425167	2.02203891562027	6318	5	2.5	HGT
AJB/007/003	6.05576768793171	7.45879730218761	263424	9	6.5	HGT
AJB/007/003	1.48401715530398	2.02203891562027	48	5	2	HGT
AJB/007/003	1.86499636635629	2.66165754933407	4050	4	2.5	HGT
AJB/007/003	1.48401715530398	1.70222959876336	192	5	2	HGT
AJB/007/003	1.48401715530398	2.34184823247717	6	1	0.5	HGT
AJB/007/003	0.722058733199363	1.38242028190646	27	3	1.5	HGT
AJB/007/003	0.722058733199363	2.02203891562027	21.3333333333333	-1	-1	HGT
AJB/007/003	3.00793399951323	9.37765320332903	415065672	4	2	HGT
AJB/007/003	2.24597557740861	2.66165754933407	360	2	1.5	HGT
AJB/007/003	2.62695478846092	6.4993693516169	1148175	1	0.5	HGT
AJB/007/003	1.10303794425167	1.06261096504956	216	1	1	HGT
AJB/007/003	2.24597557740861	2.98146686619097	1296	3	2.5	HGT
AJB/007/003	4.15087163267016	6.81917866847381	19192320	7	3	HGT
AJB/007/003	1.86499636635629	1.70222959876336	9	1	1	HGT
AJB/007/003	1.48401715530398	1.38242028190646	24	1	0	HGT
AJB/007/003	-0.0398996889052582	1.70222959876336	552000	3	2	HGT
AJB/007/003	3.00793399951323	3.94089481676168	3240	8	3.5	HGT
AJB/007/003	1.10303794425167	0.742801648192654	1.5	0	-0.5	HGT
AJB/007/003	0.341079522147052	0.742801648192654	8	1	0	HGT
AJB/007/003	0.722058733199363	3.62108549990478	85120	1	1	HGT
AJB/007/003	4.53185084372247	9.05784388647213	8505000	4	2	HGT
AJB/007/003	2.62695478846092	6.17956003476	162000	8	3.5	HGT
AJB/007/003	4.15087163267016	7.77860661904452	2472960	5	3	HGT
AJB/007/003	1.86499636635629	2.02203891562027	400	0	0.5	HGT
AJB/007/003	3.76989242161785	3.62108549990478	3750	6	2.5	HGT
AJB/007/003	2.24597557740861	11.9361277381843	19707408	4	2.5	HGT
AJB/007/003	2.62695478846092	5.8597507179031	159.375	7	3	HGT
AJB/007/003	2.62695478846092	3.94089481676168	160	3	2	HGT
AJB/007/003	2.62695478846092	6.4993693516169	232031.25	11	5	HGT
AJB/007/003	3.00793399951323	6.17956003476	16000	9	4.5	HGT
AJB/007/003	1.86499636635629	1.70222959876336	1	0	-0.5	HGT
AJB/007/003	0.722058733199363	1.70222959876336	5488	0	1	HGT
AJB/007/003	1.86499636635629	7.45879730218761	185220	6	2.5	HGT
AJB/007/003	1.48401715530398	1.70222959876336	40	2	1	HGT
AJB/007/003	1.86499636635629	2.34184823247717	2016	-1	-0.5	HGT
AJB/007/003	3.38891321056554	7.13898798533071	210000	2	2.5	HGT
AJB/007/003	1.10303794425167	0.742801648192654	1	-1	-1	HGT
AJB/007/003	3.76989242161785	5.8597507179031	32400	5	2.5	HGT
AJB/007/003	2.24597557740861	6.17956003476	576562.5	0	2.5	HGT
AJB/007/003	1.86499636635629	1.38242028190646	6	1	0.5	HGT
AJB/007/003	2.24597557740861	4.26070413361858	1458	2	1.5	HGT
AJB/007/003	2.62695478846092	6.17956003476	110742.1875	9	4.5	HGT
AJB/007/003	1.10303794425167	4.58051345047549	918843.75	5	2	HGT
AJB/007/003	1.10303794425167	2.34184823247717	16	1	0	HGT
AJB/007/003	3.38891321056554	4.26070413361858	1056	6	3	HGT
AJB/007/003	2.24597557740861	3.30127618304788	1152	8	3.5	HGT
AJB/007/003	0.341079522147052	1.06261096504956	162	3	1	HGT
AJB/007/003	1.48401715530398	6.81917866847381	22861440	4	3	HGT
AJB/007/003	0.722058733199363	3.62108549990478	41.4814814814815	4	2	HGT
AJB/007/003	1.86499636635629	2.66165754933407	9216	5	2	HGT
AJB/007/003	4.15087163267016	6.4993693516169	14280	4	2	HGT
AJB/007/003	1.48401715530398	1.70222959876336	18	-1	-0.5	HGT
AJB/007/003	1.86499636635629	4.26070413361858	9920	5	2	HGT
AJB/007/003	3.00793399951323	2.34184823247717	8	0	0	HGT
AJB/007/003	1.10303794425167	1.70222959876336	2400	4	2	HGT
AJB/007/003	1.10303794425167	2.02203891562027	80	5	2	HGT
AJB/007/003	2.24597557740861	5.22013208418929	2560	4	1.5	HGT
AJB/007/003	1.86499636635629	3.30127618304788	1237.5	1	1	HGT
AJB/007/003	5.29380926582709	16.093648857324	770058009	11	5.5	HGT
AJB/007/003	2.24597557740861	2.66165754933407	22.5	2	1	HGT
AJB/007/003	-0.0398996889052582	0.742801648192654	168	-1	-1	HGT
AJB/007/003	3.00793399951323	3.62108549990478	364.5	3	2.5	HGT
AJB/007/003	-0.0398996889052582	0.742801648192654	6	-1	-1	HGT
AJB/007/003	1.48401715530398	3.94089481676168	23400	2	1.5	HGT
AJB/007/003	4.15087163267016	8.73803456961522	1575936	8	3.5	HGT
AJB/007/003	-0.801858111009879	-0.85624493609186	1	-1	-1	ILS
AJB/007/003	-1.94479574416681	-1.81567288666257	3	-1	-1	ILS
AJB/007/003	0.722058733199363	1.06261096504956	24	1	0	ILS
AJB/007/003	0.722058733199363	0.422992331335751	1.5	1	0	ILS
AJB/007/003	-1.18283732206219	-1.17605425294876	3	-1	-1	ILS
AJB/007/003	-0.0398996889052582	-0.216626302378054	2	2	0.5	ILS
AJB/007/003	1.48401715530398	1.06261096504956	2	-1	-1	ILS
AJB/007/003	-1.94479574416681	-1.81567288666257	1	-1	-1	ILS
AJB/007/003	0.722058733199363	1.06261096504956	2	0	-0.5	ILS
AJB/007/003	-0.420878899957569	-0.216626302378054	1	-1	-1	ILS
AJB/007/003	-0.420878899957569	-0.216626302378054	2.66666666666667	-1	-1	ILS
AJB/007/003	-1.94479574416681	-1.81567288666257	2	-1	-0.5	ILS
AJB/007/003	-0.0398996889052582	0.742801648192654	1.5	-1	-1	ILS
AJB/007/003	0.341079522147052	0.742801648192654	2.66666666666667	0	-0.5	ILS
AJB/007/003	0.722058733199363	0.742801648192654	10.125	-1	-1	ILS
AJB/007/003	1.48401715530398	1.06261096504956	1.5	1	0	ILS
AJB/007/003	2.62695478846092	2.34184823247717	20	0	0	ILS
AJB/007/003	-0.0398996889052582	0.422992331335751	81	0	-0.5	ILS
AJB/007/003	1.86499636635629	1.38242028190646	6	-1	-0.5	ILS
AJB/007/003	-2.32577495521912	-2.13548220351947	1	-1	-1	ILS
AJB/007/003	-1.18283732206219	-0.85624493609186	9	-1	-1	ILS
AJB/007/003	0.341079522147052	0.742801648192654	24	1	0	ILS
AJB/007/003	0.722058733199363	0.422992331335751	4	-1	-1	ILS
AJB/007/003	-0.420878899957569	-0.216626302378054	2	-1	-0.5	ILS
AJB/007/003	-1.5638165331145	-1.49586356980567	3	-1	-1	ILS
AJB/007/003	-0.0398996889052582	-0.216626302378054	1	1	0	ILS
AJB/007/003	2.62695478846092	2.66165754933407	3	0	0	ILS
AJB/007/003	-2.32577495521912	-2.13548220351947	1	-1	-1	ILS
AJB/007/003	-0.801858111009879	-0.85624493609186	2	-1	-0.5	ILS
AJB/007/003	0.722058733199363	0.742801648192654	4	1	0	ILS
AJB/007/003	-1.18283732206219	-1.17605425294876	1	-1	-1	ILS
AJB/007/003	-1.94479574416681	-1.81567288666257	2	-1	-1	ILS
AJB/007/003	-0.0398996889052582	0.103183014478849	3	-1	-1	ILS
AJB/007/003	0.722058733199363	0.742801648192654	4	1	0	ILS
AJB/007/003	-0.0398996889052582	-0.216626302378054	2	0	0	ILS
AJB/007/003	1.10303794425167	1.70222959876336	180	3	1.5	ILS
AJB/007/003	1.86499636635629	2.66165754933407	20.25	0	-0.5	ILS
AJB/007/003	2.24597557740861	2.02203891562027	8	0	0	ILS
AJB/007/003	-1.18283732206219	-0.536435619234957	2.66666666666667	-1	-1	ILS
AJB/007/003	-0.420878899957569	-0.216626302378054	1	0	0	ILS
AJB/007/003	-0.801858111009879	-0.85624493609186	4	-1	-0.5	ILS
AJB/007/003	0.722058733199363	0.742801648192654	4.5	1	0	ILS
AJB/007/003	-0.801858111009879	-0.85624493609186	1	-1	-1	ILS
AJB/007/003	-1.18283732206219	-1.17605425294876	2	-1	-1	ILS
AJB/007/003	0.722058733199363	0.742801648192654	1	-1	-0.5	ILS
AJB/007/003	-0.420878899957569	0.103183014478849	1.66666666666667	0	0.5	ILS
AJB/007/003	-0.420878899957569	-0.216626302378054	1	-1	-1	ILS
AJB/007/003	0.722058733199363	0.742801648192654	3	-1	-0.5	ILS
AJB/007/003	1.10303794425167	1.38242028190646	4	-1	-1	ILS
AJB/007/003	0.341079522147052	0.103183014478849	8	-1	0	ILS
AJB/007/003	0.341079522147052	0.742801648192654	3	-1	-1	ILS
AJB/007/003	1.10303794425167	1.06261096504956	6	-1	-0.5	ILS
AJB/007/003	-0.0398996889052582	0.422992331335751	4	-1	-1	ILS
AJB/007/003	-1.18283732206219	-1.17605425294876	1	-1	-1	ILS
AJB/007/003	-0.0398996889052582	-0.216626302378054	3	-1	-1	ILS
AJB/007/003	1.86499636635629	1.70222959876336	2.25	0	-0.5	ILS
AJB/007/003	-0.0398996889052582	-0.216626302378054	2	1	0	ILS
AJB/007/003	-0.420878899957569	0.103183014478849	2	-1	-1	ILS
AJB/007/003	-1.18283732206219	-1.17605425294876	1	-1	-1	ILS
AJB/007/003	-0.801858111009879	-0.85624493609186	2	-1	-1	ILS
AJB/007/003	1.10303794425167	1.38242028190646	16	1	0	ILS
AJB/007/003	1.48401715530398	1.70222959876336	2.25	-1	0.5	ILS
AJB/007/003	0.341079522147052	0.422992331335751	3	0	0	ILS
AJB/007/003	0.722058733199363	0.422992331335751	1	1	0	ILS
AJB/007/003	-0.420878899957569	0.103183014478849	2.25	-1	-1	ILS
AJB/007/003	0.341079522147052	0.103183014478849	2	-1	-1	ILS
AJB/007/003	1.10303794425167	1.70222959876336	27	-1	-1	ILS
AJB/007/003	1.86499636635629	2.02203891562027	12	0	-0.5	ILS
AJB/007/003	-0.801858111009879	-0.85624493609186	1	1	0	ILS
AJB/007/003	2.24597557740861	1.70222959876336	6	3	1	ILS
AJB/007/003	-1.18283732206219	-1.17605425294876	1	-1	-1	ILS
AJB/007/003	1.10303794425167	1.70222959876336	48	0	0.5	ILS
AJB/007/003	-0.0398996889052582	0.103183014478849	8	-1	-1	ILS
AJB/007/003	2.62695478846092	2.66165754933407	13.5	1	0.5	ILS
AJB/007/003	-0.0398996889052582	0.103183014478849	54	-1	-1	ILS
AJB/007/003	1.10303794425167	1.06261096504956	18	0	-0.5	ILS
AJB/007/003	0.722058733199363	1.06261096504956	2.25	-1	-1	ILS

